\en	real	88	11	5	(6, 4)	RL	1	1	['VERB']	[('VERB', 'NOUN', 'mod')]
\en	real	88	11	5	(6, 5)	RL	0	1	[]	[]
\en	real	88	11	5	(8, 7)	RL	0	1	[]	[]
\en	real	88	11	5	(8, 11)	LR	2	1	['PRON', 'ADJ']	[('PRON', 'NOUN', 'mod@poss'), ('ADJ', 'NOUN', 'mod')]
\en	real	88	11	5	(11, 9)	RL	1	1	['ADJ']	[('ADJ', 'NOUN', 'mod')]
\en	real	88	11	5	(11, 10)	RL	0	1	[]	[]
\en	real	90	4	3	(2, 1)	RL	0	1	[]	[]
\en	real	90	4	3	(2, 3)	LR	0	1	[]	[]
\en	real	90	4	3	(3, 4)	LR	0	1	[]	[]
\en	real	120	4	2	(3, 1)	RL	1	1	['ADV']	[('ADV', 'AUX', 'mod')]
\en	real	120	4	2	(3, 2)	RL	0	1	[]	[]
\en	real	120	4	2	(3, 4)	LR	0	1	[]	[]
\en	real	127	5	3	(1, 2)	LR	0	1	[]	[]
\en	real	127	5	3	(1, 5)	LR	2	1	['NOUN', 'PRON']	[('NOUN', 'VERB', 'comp:obj'), ('PRON', 'NOUN', 'mod@poss')]
\en	real	127	5	3	(1, 7)	LR	3	2	['NOUN', 'PRON', 'NOUN']	[('NOUN', 'VERB', 'comp:obj'), ('PRON', 'NOUN', 'mod@poss'), ('NOUN', 'VERB', 'comp:obj')]
\en	real	127	5	3	(5, 4)	RL	0	1	[]	[]
\en	real	131	8	5	(2, 1)	RL	0	1	[]	[]
\en	real	131	8	5	(3, 2)	RL	0	1	[]	[]
\en	real	131	8	5	(3, 5)	LR	1	1	['DET']	[('DET', 'NOUN', 'det')]
\en	real	131	8	5	(5, 4)	RL	0	1	[]	[]
\en	real	131	8	5	(5, 6)	LR	0	1	[]	[]
\en	real	131	8	5	(6, 7)	LR	0	1	[]	[]
\en	real	131	8	5	(7, 8)	LR	0	1	[]	[]
\en	real	150	6	5	(2, 1)	RL	0	1	[]	[]
\en	real	150	6	5	(2, 3)	LR	0	1	[]	[]
\en	real	150	6	5	(3, 4)	LR	0	1	[]	[]
\en	real	150	6	5	(4, 5)	LR	0	1	[]	[]
\en	real	150	6	5	(5, 6)	LR	0	1	[]	[]
\en	real	160	10	4	(2, 1)	RL	0	1	[]	[]
\en	real	160	10	4	(2, 4)	LR	1	1	['DET']	[('DET', 'PROPN', 'det')]
\en	real	160	10	4	(2, 5)	LR	2	2	['DET', 'PROPN']	[('DET', 'PROPN', 'det'), ('PROPN', 'VERB', 'comp:obj')]
\en	real	160	10	4	(4, 3)	RL	0	1	[]	[]
\en	real	160	10	4	(4, 10)	LR	4	2	['ADP', 'PROPN', 'ADV', 'DET']	[('ADP', 'VERB', 'udep'), ('PROPN', 'ADP', 'comp:obj'), ('ADV', 'PROPN', 'mod'), ('DET', 'PROPN', 'det')]
\en	real	160	10	4	(5, 6)	LR	0	1	[]	[]
\en	real	160	10	4	(10, 8)	RL	1	1	['DET']	[('DET', 'PROPN', 'det')]
\en	real	160	10	4	(10, 9)	RL	0	1	[]	[]
\en	real	160	10	4	(10, 11)	LR	0	1	[]	[]
\en	real	166	10	5	(1, 2)	LR	0	1	[]	[]
\en	real	166	10	5	(1, 4)	LR	2	1	['PRON', 'ADV']	[('PRON', 'VERB', 'comp:obj'), ('ADV', 'VERB', 'mod')]
\en	real	166	10	5	(4, 3)	RL	0	1	[]	[]
\en	real	166	10	5	(4, 7)	LR	2	1	['DET', 'ADJ']	[('DET', 'PROPN', 'det'), ('ADJ', 'PROPN', 'mod')]
\en	real	166	10	5	(7, 5)	RL	1	1	['ADJ']	[('ADJ', 'PROPN', 'mod')]
\en	real	166	10	5	(7, 6)	RL	0	1	[]	[]
\en	real	166	10	5	(7, 8)	LR	0	1	[]	[]
\en	real	166	10	5	(7, 9)	LR	1	1	['NOUN']	[('NOUN', 'PROPN', 'flat')]
\en	real	166	10	5	(9, 10)	LR	0	1	[]	[]
\en	real	167	9	5	(3, 2)	RL	0	1	[]	[]
\en	real	167	9	5	(3, 7)	LR	3	2	['NOUN', 'PART', 'NOUN']	[('NOUN', 'PART', 'comp:obj'), ('PART', 'NOUN', 'mod@poss'), ('NOUN', 'NOUN', 'compound')]
\en	real	167	9	5	(5, 4)	RL	0	1	[]	[]
\en	real	167	9	5	(7, 5)	RL	1	1	['NOUN']	[('NOUN', 'NOUN', 'compound')]
\en	real	167	9	5	(7, 6)	RL	0	1	[]	[]
\en	real	167	9	5	(7, 8)	LR	0	1	[]	[]
\en	real	167	9	5	(8, 10)	LR	1	1	['ADJ']	[('ADJ', 'NOUN', 'mod')]
\en	real	167	9	5	(10, 9)	RL	0	1	[]	[]
\en	real	168	3	2	(1, 2)	LR	0	1	[]	[]
\en	real	168	3	2	(1, 4)	LR	1	1	['NUM']	[('NUM', 'PROPN', 'mod')]
\en	real	169	8	5	(2, 1)	RL	0	1	[]	[]
\en	real	169	8	5	(2, 3)	LR	0	1	[]	[]
\en	real	169	8	5	(3, 6)	LR	1	1	['NUM']	[('NUM', 'NOUN', 'mod')]
\en	real	169	8	5	(6, 5)	RL	0	1	[]	[]
\en	real	169	8	5	(6, 7)	LR	0	1	[]	[]
\en	real	169	8	5	(6, 9)	LR	1	1	['PROPN']	[('PROPN', 'NOUN', 'mod@npmod')]
\en	real	169	8	5	(9, 10)	LR	0	1	[]	[]
\en	real	170	2	2	(1, 3)	LR	0	1	[]	[]
\en	real	176	6	4	(2, 1)	RL	0	1	[]	[]
\en	real	176	6	4	(2, 3)	LR	0	1	[]	[]
\en	real	176	6	4	(2, 4)	LR	1	1	['PART']	[('PART', 'AUX', 'mod')]
\en	real	176	6	4	(4, 6)	LR	1	1	['DET']	[('DET', 'NOUN', 'det')]
\en	real	176	6	4	(6, 5)	RL	0	1	[]	[]
\en	real	177	11	8	(2, 3)	LR	0	1	[]	[]
\en	real	177	11	8	(2, 4)	LR	1	1	['PRON']	[('PRON', 'AUX', 'subj')]
\en	real	177	11	8	(4, 6)	LR	1	1	['DET']	[('DET', 'NOUN', 'det')]
\en	real	177	11	8	(6, 5)	RL	0	1	[]	[]
\en	real	177	11	8	(6, 8)	LR	1	1	['PRON']	[('PRON', 'AUX', 'subj')]
\en	real	177	11	8	(8, 7)	RL	0	1	[]	[]
\en	real	177	11	8	(8, 9)	LR	0	1	[]	[]
\en	real	177	11	8	(9, 10)	LR	0	1	[]	[]
\en	real	177	11	8	(10, 11)	LR	0	1	[]	[]
\en	real	177	11	8	(11, 12)	LR	0	1	[]	[]
\en	real	179	8	5	(2, 4)	LR	0	1	[]	[]
\en	real	179	8	5	(2, 6)	LR	1	1	['VERB']	[('VERB', 'VERB', 'parataxis')]
\en	real	179	8	5	(6, 7)	LR	0	1	[]	[]
\en	real	179	8	5	(6, 9)	LR	2	1	['PRON', 'NUM']	[('PRON', 'AUX', 'subj'), ('NUM', 'NOUN', 'mod')]
\en	real	179	8	5	(9, 8)	RL	0	1	[]	[]
\en	real	179	8	5	(12, 2)	RL	5	3	['VERB', 'AUX', 'PRON', 'NUM', 'NOUN']	[('VERB', 'VERB', 'parataxis'), ('AUX', 'VERB', 'parataxis'), ('PRON', 'AUX', 'subj'), ('NUM', 'NOUN', 'mod'), ('NOUN', 'AUX', 'comp:pred')]
\en	real	179	8	5	(12, 13)	LR	0	1	[]	[]
\en	real	186	10	5	(2, 1)	RL	0	1	[]	[]
\en	real	186	10	5	(2, 3)	LR	0	1	[]	[]
\en	real	186	10	5	(3, 4)	LR	0	1	[]	[]
\en	real	186	10	5	(4, 5)	LR	0	1	[]	[]
\en	real	186	10	5	(7, 2)	RL	4	3	['ADP', 'PROPN', 'PROPN', 'ADV']	[('ADP', 'NOUN', 'udep'), ('PROPN', 'ADP', 'comp:obj'), ('PROPN', 'PROPN', 'flat'), ('ADV', 'VERB', 'mod')]
\en	real	186	10	5	(7, 6)	RL	0	1	[]	[]
\en	real	186	10	5	(7, 10)	LR	2	2	['PROPN', 'PART']	[('PROPN', 'PART', 'comp:obj'), ('PART', 'NOUN', 'mod@poss')]
\en	real	186	10	5	(9, 8)	RL	0	1	[]	[]
\en	real	186	10	5	(10, 9)	RL	0	1	[]	[]
\en	real	204	9	6	(2, 1)	RL	0	1	[]	[]
\en	real	204	9	6	(2, 3)	LR	0	1	[]	[]
\en	real	204	9	6	(2, 4)	LR	1	1	['PART']	[('PART', 'AUX', 'mod')]
\en	real	204	9	6	(4, 5)	LR	0	1	[]	[]
\en	real	204	9	6	(4, 6)	LR	1	1	['PROPN']	[('PROPN', 'VERB', 'comp:obj')]
\en	real	204	9	6	(6, 7)	LR	0	1	[]	[]
\en	real	204	9	6	(7, 8)	LR	0	1	[]	[]
\en	real	204	9	6	(8, 9)	LR	0	1	[]	[]
\en	real	205	5	4	(1, 5)	LR	3	2	['PROPN', 'PART', 'PROPN']	[('PROPN', 'PART', 'comp:obj'), ('PART', 'PROPN', 'mod@poss'), ('PROPN', 'PROPN', 'compound')]
\en	real	205	5	4	(3, 2)	RL	0	1	[]	[]
\en	real	205	5	4	(5, 3)	RL	1	1	['PROPN']	[('PROPN', 'PROPN', 'compound')]
\en	real	205	5	4	(5, 4)	RL	0	1	[]	[]
\en	real	206	3	3	(1, 3)	LR	1	1	['PROPN']	[('PROPN', 'PROPN', 'compound')]
\en	real	206	3	3	(3, 2)	RL	0	1	[]	[]
\en	real	207	4	3	(1, 3)	LR	0	1	[]	[]
\en	real	207	4	3	(1, 6)	LR	2	2	['PROPN', 'NUM']	[('PROPN', 'PROPN', 'appos'), ('NUM', 'PROPN', 'mod')]
\en	real	207	4	3	(3, 4)	LR	0	1	[]	[]
\en	real	211	7	4	(1, 2)	LR	0	1	[]	[]
\en	real	211	7	4	(1, 4)	LR	1	1	['PRON']	[('PRON', 'AUX', 'subj')]
\en	real	211	7	4	(1, 6)	LR	2	1	['PRON', 'ADV']	[('PRON', 'AUX', 'subj'), ('ADV', 'AUX', 'mod')]
\en	real	211	7	4	(1, 7)	LR	3	1	['PRON', 'ADV', 'ADV']	[('PRON', 'AUX', 'subj'), ('ADV', 'AUX', 'mod'), ('ADV', 'AUX', 'mod')]
\en	real	211	7	4	(7, 9)	LR	1	1	['ADJ']	[('ADJ', 'NOUN', 'mod')]
\en	real	211	7	4	(9, 8)	RL	0	1	[]	[]
\en	real	220	9	5	(3, 1)	RL	1	1	['ADV']	[('ADV', 'VERB', 'mod')]
\en	real	220	9	5	(3, 2)	RL	0	1	[]	[]
\en	real	220	9	5	(3, 4)	LR	0	1	[]	[]
\en	real	220	9	5	(3, 6)	LR	2	2	['PRON', 'ADJ']	[('PRON', 'VERB', 'comp:obj'), ('ADJ', 'PRON', 'mod')]
\en	real	220	9	5	(4, 5)	LR	0	1	[]	[]
\en	real	220	9	5	(6, 7)	LR	0	1	[]	[]
\en	real	220	9	5	(7, 9)	LR	1	1	['DET']	[('DET', 'PROPN', 'det')]
\en	real	220	9	5	(9, 8)	RL	0	1	[]	[]
\en	real	245	10	6	(2, 1)	RL	0	1	[]	[]
\en	real	245	10	6	(3, 2)	RL	0	1	[]	[]
\en	real	245	10	6	(3, 4)	LR	0	1	[]	[]
\en	real	245	10	6	(4, 5)	LR	0	1	[]	[]
\en	real	245	10	6	(5, 8)	LR	2	1	['DET', 'ADJ']	[('DET', 'NOUN', 'det'), ('ADJ', 'NOUN', 'mod')]
\en	real	245	10	6	(8, 6)	RL	1	1	['ADJ']	[('ADJ', 'NOUN', 'mod')]
\en	real	245	10	6	(8, 7)	RL	0	1	[]	[]
\en	real	245	10	6	(8, 10)	LR	0	1	[]	[]
\en	real	245	10	6	(10, 11)	LR	0	1	[]	[]
\en	real	248	11	6	(3, 1)	RL	1	1	['PROPN']	[('PROPN', 'PROPN', 'compound')]
\en	real	248	11	6	(3, 2)	RL	0	1	[]	[]
\en	real	248	11	6	(4, 3)	RL	0	1	[]	[]
\en	real	248	11	6	(4, 6)	LR	1	1	['DET']	[('DET', 'NOUN', 'det')]
\en	real	248	11	6	(4, 7)	LR	2	2	['DET', 'NOUN']	[('DET', 'NOUN', 'det'), ('NOUN', 'VERB', 'comp:obj')]
\en	real	248	11	6	(6, 5)	RL	0	1	[]	[]
\en	real	248	11	6	(7, 8)	LR	0	1	[]	[]
\en	real	248	11	6	(8, 9)	LR	0	1	[]	[]
\en	real	248	11	6	(9, 11)	LR	1	1	['PROPN']	[('PROPN', 'PROPN', 'compound')]
\en	real	248	11	6	(11, 10)	RL	0	1	[]	[]
\en	real	253	5	4	(2, 1)	RL	0	1	[]	[]
\en	real	253	5	4	(2, 3)	LR	0	1	[]	[]
\en	real	253	5	4	(3, 5)	LR	1	1	['PROPN']	[('PROPN', 'PROPN', 'compound')]
\en	real	253	5	4	(5, 4)	RL	0	1	[]	[]
\en	real	254	3	3	(1, 2)	LR	0	1	[]	[]
\en	real	254	3	3	(2, 3)	LR	0	1	[]	[]
\en	real	255	2	2	(2, 1)	RL	0	1	[]	[]
\en	real	266	4	2	(6, 1)	RL	2	1	['PRON', 'ADV']	[('PRON', 'VERB', 'subj'), ('ADV', 'VERB', 'mod')]
\en	real	266	4	2	(6, 2)	RL	1	1	['ADV']	[('ADV', 'VERB', 'mod')]
\en	real	266	4	2	(6, 4)	RL	0	1	[]	[]
\en	real	267	9	6	(5, 1)	RL	1	1	['ADV']	[('ADV', 'VERB', 'mod')]
\en	real	267	9	6	(5, 3)	RL	0	1	[]	[]
\en	real	267	9	6	(5, 6)	LR	0	1	[]	[]
\en	real	267	9	6	(6, 7)	LR	0	1	[]	[]
\en	real	267	9	6	(7, 8)	LR	0	1	[]	[]
\en	real	267	9	6	(8, 11)	LR	2	1	['DET', 'ADJ']	[('DET', 'NOUN', 'det'), ('ADJ', 'NOUN', 'mod')]
\en	real	267	9	6	(11, 9)	RL	1	1	['ADJ']	[('ADJ', 'NOUN', 'mod')]
\en	real	267	9	6	(11, 10)	RL	0	1	[]	[]
\en	real	289	4	3	(2, 1)	RL	0	1	[]	[]
\en	real	289	4	3	(3, 2)	RL	0	1	[]	[]
\en	real	289	4	3	(3, 4)	LR	0	1	[]	[]
\en	real	293	4	3	(2, 1)	RL	0	1	[]	[]
\en	real	293	4	3	(2, 4)	LR	1	1	['DET']	[('DET', 'NOUN', 'det')]
\en	real	293	4	3	(4, 3)	RL	0	1	[]	[]
\en	real	294	2	2	(1, 2)	LR	0	1	[]	[]
\en	real	299	9	5	(2, 1)	RL	0	1	[]	[]
\en	real	299	9	5	(3, 2)	RL	0	1	[]	[]
\en	real	299	9	5	(3, 4)	LR	0	1	[]	[]
\en	real	299	9	5	(3, 5)	LR	1	1	['ADV']	[('ADV', 'AUX', 'mod')]
\en	real	299	9	5	(5, 6)	LR	0	1	[]	[]
\en	real	299	9	5	(6, 9)	LR	2	1	['DET', 'PROPN']	[('DET', 'PROPN', 'det'), ('PROPN', 'PROPN', 'compound')]
\en	real	299	9	5	(9, 7)	RL	1	1	['PROPN']	[('PROPN', 'PROPN', 'compound')]
\en	real	299	9	5	(9, 8)	RL	0	1	[]	[]
\en	real	327	3	2	(2, 1)	RL	0	1	[]	[]
\en	real	327	3	2	(2, 3)	LR	0	1	[]	[]
\en	real	329	9	5	(1, 2)	LR	0	1	[]	[]
\en	real	329	9	5	(3, 1)	RL	1	1	['DET']	[('DET', 'PRON', 'det')]
\en	real	329	9	5	(3, 4)	LR	0	1	[]	[]
\en	real	329	9	5	(4, 7)	LR	2	2	['PROPN', 'PROPN']	[('PROPN', 'VERB', 'subj'), ('PROPN', 'PROPN', 'flat')]
\en	real	329	9	5	(5, 6)	LR	0	1	[]	[]
\en	real	329	9	5	(7, 5)	RL	1	1	['PROPN']	[('PROPN', 'PROPN', 'flat')]
\en	real	329	9	5	(7, 8)	LR	0	1	[]	[]
\en	real	329	9	5	(8, 9)	LR	0	1	[]	[]
\en	real	335	4	3	(2, 3)	LR	0	1	[]	[]
\en	real	335	4	3	(2, 4)	LR	1	1	['ADV']	[('ADV', 'VERB', 'mod')]
\en	real	335	4	3	(4, 5)	LR	0	1	[]	[]
\en	real	338	10	6	(3, 1)	RL	0	1	[]	[]
\en	real	338	10	6	(3, 4)	LR	0	1	[]	[]
\en	real	338	10	6	(3, 5)	LR	1	1	['PRON']	[('PRON', 'VERB', 'comp:obj')]
\en	real	338	10	6	(5, 11)	LR	4	3	['VERB', 'ADJ', 'NOUN', 'NOUN']	[('VERB', 'AUX', 'subj'), ('ADJ', 'NOUN', 'mod'), ('NOUN', 'NOUN', 'compound'), ('NOUN', 'VERB', 'comp:obj')]
\en	real	338	10	6	(7, 10)	LR	2	1	['ADJ', 'NOUN']	[('ADJ', 'NOUN', 'mod'), ('NOUN', 'NOUN', 'compound')]
\en	real	338	10	6	(10, 8)	RL	1	1	['NOUN']	[('NOUN', 'NOUN', 'compound')]
\en	real	338	10	6	(10, 9)	RL	0	1	[]	[]
\en	real	338	10	6	(11, 7)	RL	3	2	['ADJ', 'NOUN', 'NOUN']	[('ADJ', 'NOUN', 'mod'), ('NOUN', 'NOUN', 'compound'), ('NOUN', 'VERB', 'comp:obj')]
\en	real	338	10	6	(11, 12)	LR	0	1	[]	[]
\en	real	339	8	4	(2, 1)	RL	0	1	[]	[]
\en	real	339	8	4	(2, 3)	LR	0	1	[]	[]
\en	real	339	8	4	(2, 4)	LR	1	1	['PART']	[('PART', 'AUX', 'mod')]
\en	real	339	8	4	(4, 6)	LR	1	1	['ADV']	[('ADV', 'PRON', 'mod')]
\en	real	339	8	4	(4, 7)	LR	2	2	['ADV', 'PRON']	[('ADV', 'PRON', 'mod'), ('PRON', 'VERB', 'comp:obj')]
\en	real	339	8	4	(6, 5)	RL	0	1	[]	[]
\en	real	339	8	4	(7, 8)	LR	0	1	[]	[]
\en	real	343	6	5	(1, 2)	LR	0	1	[]	[]
\en	real	343	6	5	(1, 3)	LR	1	1	['ADV']	[('ADV', 'VERB', 'mod')]
\en	real	343	6	5	(3, 4)	LR	0	1	[]	[]
\en	real	343	6	5	(4, 6)	LR	1	1	['DET']	[('DET', 'NOUN', 'det')]
\en	real	343	6	5	(6, 5)	RL	0	1	[]	[]
\en	real	345	5	3	(2, 1)	RL	0	1	[]	[]
\en	real	345	5	3	(4, 3)	RL	0	1	[]	[]
\en	real	345	5	3	(5, 2)	RL	2	2	['PROPN', 'PROPN']	[('PROPN', 'PROPN', 'compound'), ('PROPN', 'NOUN', 'compound')]
\en	real	345	5	3	(5, 4)	RL	0	1	[]	[]
\en	real	346	11	7	(1, 3)	LR	1	1	['PRON']	[('PRON', 'VERB', 'subj')]
\en	real	346	11	7	(3, 2)	RL	0	1	[]	[]
\en	real	346	11	7	(3, 4)	LR	0	1	[]	[]
\en	real	346	11	7	(4, 7)	LR	2	2	['PROPN', 'PART']	[('PROPN', 'PART', 'comp:obj'), ('PART', 'NOUN', 'mod@poss')]
\en	real	346	11	7	(6, 5)	RL	0	1	[]	[]
\en	real	346	11	7	(7, 6)	RL	0	1	[]	[]
